star_id,name,ra_deg,dec_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,epoch,magnitude,orb_default_deg,orb_mag_le_1_deg,provenance
syrma,Syrma,214.003620,-6.000547,213.797174,7.199492,J2000,4.07,0.333,0.1667,HIP 69701; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kang,Kang,213.223935,-10.273702,214.493717,2.912988,J2000,4.18,0.333,0.1667,HIP 69427; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
imai,Imai,183.786405,-58.748928,215.664856,-50.419470,J2000,2.79,0.333,0.1667,HIP 59747; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
gacrux,Gacrux,187.791435,-57.113212,216.739601,-47.831217,J2000,1.59,0.333,0.1667,HIP 61084; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
ginan,Ginan,185.340465,-60.401147,218.275762,-51.211955,J2000,3.59,0.333,0.1667,HIP 60260; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
nusakan,Nusakan,231.957270,29.105703,219.116823,46.054084,J2000,3.66,0.333,0.1667,HIP 75695; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
mimosa,Mimosa,191.930385,-59.688764,221.646097,-48.638741,J2000,1.25,0.333,0.1667,HIP 62434; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
acrux,Acrux,186.649665,-63.099092,221.869975,-52.878832,J2000,0.77,0.333,0.1667,HIP 60718; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alphecca,Alphecca,233.671920,26.714693,222.295750,44.323527,J2000,2.22,0.333,0.1667,HIP 76267; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
menkent,Menkent,211.670925,-36.369954,222.308775,-22.079809,J2000,2.06,0.333,0.1667,HIP 68933; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zubenelgenubi,Zubenelgenubi,222.719655,-16.041778,225.082680,0.333077,J2000,2.75,0.333,0.1667,HIP 72622; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zubeneschamali,Zubeneschamali,229.251735,-9.382917,229.371696,8.495940,J2000,2.61,0.333,0.1667,HIP 74785; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
gudja,Gudja,237.184905,18.141564,229.775921,37.110629,J2000,4.09,0.333,0.1667,HIP 77450; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
brachium,Brachium,226.017585,-25.281965,230.687262,-7.644459,J2000,3.25,0.333,0.1667,HIP 73714; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
unukalhai,Unukalhai,236.066970,6.425627,232.075143,25.508008,J2000,2.63,0.333,0.1667,HIP 77070; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
hadar,Hadar,210.955935,-60.373039,233.792299,-44.137643,J2000,0.61,0.333,0.1667,HIP 68702; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
zubenelhakrabi,Zubenelhakrabi,233.881575,-14.789537,235.138029,4.385928,J2000,3.91,0.333,0.1667,HIP 76333; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
toliman,Toliman,219.905190,-60.838300,239.483636,-42.597626,J2000,1.35,0.333,0.1667,HIP 71681; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rigil_kentaurus,Rigil Kentaurus,219.911475,-60.833976,239.484988,-42.592421,J2000,-0.01,0.333,0.1200,HIP 71683; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kornephoros,Kornephoros,247.555020,21.489613,241.091304,42.702409,J2000,2.78,0.333,0.1667,HIP 80816; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
yed_prior,Yed Prior,243.586410,-3.694323,242.302125,17.241201,J2000,2.73,0.333,0.1667,HIP 79593; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
dschubba,Dschubba,240.083355,-22.621710,242.571231,-1.986054,J2000,2.29,0.333,0.1667,HIP 78401; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
fang,Fang,239.712975,-26.114105,242.939880,-5.475368,J2000,2.89,0.333,0.1667,HIP 78265; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
iklil,Iklil,239.221155,-29.214073,243.146352,-8.599064,J2000,3.87,0.333,0.1667,HIP 78104; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
acrab,Acrab,241.359300,-19.805453,243.190023,1.007768,J2000,2.56,0.333,0.1667,HIP 78820; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
yed_posterior,Yed Posterior,244.580370,-4.692511,243.510054,16.439685,J2000,3.23,0.333,0.1667,HIP 79882; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
jabbah,Jabbah,242.998890,-19.460708,244.643805,1.633268,J2000,4.00,0.333,0.1667,HIP 79374; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
marfik,Marfik,247.728435,1.983923,245.593882,23.555918,J2000,3.82,0.333,0.1667,HIP 80883; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alniyat,Alniyat,245.297145,-25.592796,247.799595,-4.037368,J2000,2.90,0.333,0.1667,HIP 80112; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
antares,Antares,247.351920,-26.432002,249.762297,-4.569943,J2000,1.06,0.333,0.1667,HIP 80763; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
paikauhale,Paikauhale,248.970645,-28.216016,251.456915,-6.120403,J2000,2.82,0.333,0.1667,HIP 81266; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rastaban,Rastaban,262.608195,52.301387,251.966454,75.277807,J2000,2.79,0.333,0.1667,HIP 85670; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sarin,Sarin,258.757965,24.839204,254.763523,47.685617,J2000,3.12,0.333,0.1667,HIP 84379; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
larawag,Larawag,252.541200,-34.293232,255.335391,-11.738486,J2000,2.29,0.333,0.1667,HIP 82396; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rasalgethi,Rasalgethi,258.661905,14.390333,256.151952,37.286152,J2000,2.78,0.333,0.1667,HIP 84345; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
xamidimura,Xamidimura,252.967635,-38.047380,256.155620,-15.423130,J2000,3.00,0.333,0.1667,HIP 82514; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
pipirima,Pipirima,253.083945,-38.017536,256.246225,-15.382468,J2000,3.56,0.333,0.1667,HIP 82545; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sabik,Sabik,257.594520,-15.724910,257.969574,7.197798,J2000,2.43,0.333,0.1667,HIP 84012; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
maasym,Maasym,262.684620,26.110645,259.903071,49.293851,J2000,4.41,0.333,0.1667,HIP 85693; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
guniibuu,Guniibuu,258.837540,-26.602829,260.012740,-3.549710,J2000,4.33,0.333,0.1667,HIP 84405; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
atria,Atria,252.166155,-69.027715,260.895834,-46.151363,J2000,1.91,0.333,0.1667,HIP 82273; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rasalhague,Rasalhague,263.733615,12.560035,262.448610,35.835208,J2000,2.08,0.333,0.1667,HIP 86032; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
lesath,Lesath,262.690980,-37.295811,264.012676,-14.008307,J2000,2.70,0.333,0.1667,HIP 85696; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
shaula,Shaula,263.402175,-37.103821,264.585719,-13.788452,J2000,1.62,0.333,0.1667,HIP 85927; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
grumium,Grumium,268.382010,56.872643,264.754736,80.282469,J2000,3.73,0.333,0.1667,HIP 87585; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
cebalrai,Cebalrai,265.868145,4.567303,265.336743,27.939734,J2000,2.76,0.333,0.1667,HIP 86742; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sargas,Sargas,264.329700,-42.997824,265.599406,-19.645112,J2000,1.86,0.333,0.1667,HIP 86228; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
fuyue,Fuyue,267.464475,-37.043304,267.917836,-13.622337,J2000,3.19,0.333,0.1667,HIP 87261; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
eltanin,Eltanin,269.151555,51.488895,267.968751,74.922204,J2000,2.24,0.333,0.1667,HIP 87833; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alnasl,Alnasl,271.452045,-30.424091,271.261446,-6.991158,J2000,2.98,0.333,0.1667,HIP 88635; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
polis,Polis,273.440880,-21.058834,273.213508,2.342082,J2000,3.84,0.333,0.1667,HIP 89341; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kaus_media,Kaus Media,275.248500,-29.828103,274.580865,-6.472233,J2000,2.72,0.333,0.1667,HIP 89931; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kaus_australis,Kaus Australis,276.043020,-34.384616,275.078563,-11.051797,J2000,1.79,0.333,0.1667,HIP 90185; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kaus_borealis,Kaus Borealis,276.992685,-25.421700,276.317105,-2.135619,J2000,2.82,0.333,0.1667,HIP 90496; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
nunki,Nunki,283.816350,-26.296722,282.385321,-3.449516,J2000,2.05,0.333,0.1667,HIP 92855; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
ascella,Ascella,285.652980,-29.880105,283.638361,-7.178905,J2000,2.60,0.333,0.1667,HIP 93506; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
meridiana,Meridiana,287.368035,-37.904474,284.134821,-15.313569,J2000,4.11,0.333,0.1667,HIP 94114; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
vega,Vega,279.234600,38.783692,285.316169,61.732882,J2000,0.03,0.333,0.1200,HIP 91262; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
arkab_prior,Arkab Prior,290.659545,-44.458965,285.775985,-22.144643,J2000,3.96,0.333,0.1667,HIP 95241; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
arkab_posterior,Arkab Posterior,290.804640,-44.799778,285.830227,-22.497202,J2000,4.27,0.333,0.1667,HIP 95294; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
albaldah,Albaldah,287.440965,-21.023615,286.251803,1.437075,J2000,2.88,0.333,0.1667,HIP 94141; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rukbat,Rukbat,290.971545,-40.615940,286.635761,-18.380151,J2000,3.96,0.333,0.1667,HIP 95347; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sheliak,Sheliak,282.519975,33.362667,288.883698,55.984151,J2000,3.52,0.333,0.1667,HIP 92420; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
okab,Okab,286.352535,13.863478,289.796010,36.185720,J2000,2.99,0.333,0.1667,HIP 93747; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sulafat,Sulafat,284.735925,32.689557,291.922354,55.012964,J2000,3.25,0.333,0.1667,HIP 93194; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
peacock,Peacock,306.411885,-56.735090,293.817457,-36.267622,J2000,1.94,0.333,0.1667,HIP 100751; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
anser,Anser,292.176405,24.664905,299.507619,45.858328,J2000,4.44,0.333,0.1667,HIP 95771; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aladfar,Aladfar,288.439530,39.145968,300.057713,60.675316,J2000,4.43,0.333,0.1667,HIP 94481; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
tarazed,Tarazed,296.564910,10.613261,300.938939,31.243580,J2000,2.72,0.333,0.1667,HIP 97278; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sham,Sham,295.024125,18.013890,301.071448,38.792273,J2000,4.39,0.333,0.1667,HIP 96757; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
albireo,Albireo,292.680345,27.959681,301.251652,48.967708,J2000,3.05,0.333,0.1667,HIP 95947; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
altair,Altair,297.695820,8.868322,301.776408,29.303464,J2000,0.76,0.333,0.1667,HIP 97649; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alshain,Alshain,298.828305,6.406763,302.423643,26.659160,J2000,3.71,0.333,0.1667,HIP 98036; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
algedi,Algedi,304.513560,-12.544852,303.858579,6.930175,J2000,3.58,0.333,0.1667,HIP 100064; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
dabih,Dabih,305.252805,-14.781367,304.047403,4.588675,J2000,3.05,0.333,0.1667,HIP 100345; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
albali,Albali,311.918970,-9.495776,311.723194,8.080544,J2000,3.78,0.333,0.1667,HIP 102618; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aldulfin,Aldulfin,308.303205,11.303263,314.061012,29.073157,J2000,4.03,0.333,0.1667,HIP 101421; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
alnair,Alnair,332.058135,-46.960975,315.906879,-32.913210,J2000,1.73,0.333,0.1667,HIP 109268; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
fawaris,Fawaris,296.243610,45.130810,316.249410,64.414086,J2000,2.86,0.333,0.1667,HIP 97165; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
rotanev,Rotanev,309.387240,14.595087,316.341327,31.917956,J2000,3.64,0.333,0.1667,HIP 101769; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sualocin,Sualocin,309.909525,15.912072,317.380575,33.022332,J2000,3.77,0.333,0.1667,HIP 101958; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aldhanab,Aldhanab,328.482120,-37.364852,317.419255,-23.050242,J2000,3.00,0.333,0.1667,HIP 108085; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
nashira,Nashira,325.022715,-16.662308,321.790768,-2.557276,J2000,3.69,0.333,0.1667,HIP 106985; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
tiaki,Tiaki,340.666725,-46.884577,322.327199,-35.432008,J2000,2.07,0.333,0.1667,HIP 112122; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
kitalpha,Kitalpha,318.955965,5.247845,323.117219,20.121852,J2000,3.92,0.333,0.1667,HIP 104987; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sadalsuud,Sadalsuud,322.889730,-5.571172,323.395082,8.615014,J2000,2.90,0.333,0.1667,HIP 106278; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
deneb_algedi,Deneb Algedi,326.760165,-16.127286,323.542536,-2.601664,J2000,2.85,0.333,0.1667,HIP 107556; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sadr,Sadr,305.557095,40.256679,324.841514,57.124408,J2000,2.23,0.333,0.1667,HIP 100453; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
aljanah,Aljanah,311.552670,33.970256,327.745415,49.422315,J2000,2.48,0.333,0.1667,HIP 102488; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
enif,Enif,326.046495,9.875011,331.884921,22.099895,J2000,2.38,0.333,0.1667,HIP 107315; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
